n_samples,idx,maxes
1000000,48,5175064208412
1000000,49,299122118217
1000000,50,21934297352805648
1000000,51,780671779511
1000000,52,92170303052
1000000,53,146741699411
1000000,54,2089846647709
1000000,55,1666533778806
1000000,56,135705396378
1000000,57,2841324755235
1000000,58,357725475015
1000000,59,159477306880
1000000,60,32533423761721
1000000,61,592025015970
1000000,62,740533283441
1000000,63,4376650062603
1000000,64,30476179898543
1000000,65,646173843377
1000000,66,280533752923
1000000,67,4147310612336
1000000,68,709217380765
1000000,69,2437465861026
1000000,70,9672358061910
1000000,71,13638301686427
1000000,72,439308605627
1000000,73,7143120376708
1000000,74,656701462218
1000000,75,63495389571527
1000000,76,2583728137901
1000000,77,3240252421345
1000000,78,43795584705899
1000000,79,138463081806790
1000000,80,3950119086321
1000000,81,643761849052
1000000,82,13026441687529
1000000,83,310804411353
1000000,84,8571552604799
1000000,85,136214733531055
1000000,86,393476742000
1000000,87,428267298540
1000000,88,146898880547
1000000,89,1461266094386
1000000,90,19129197317198
1000000,91,107771775984
1000000,92,3605242825905
1000000,93,49412554005024
1000000,94,363676956415
1000000,95,132100740302
1000000,96,2293545020812
1000000,97,342208633582
1000000,98,228092253347
1000000,99,34710803407546
1000000,100,260502251888
1000000,101,1221558106082
1000000,102,8026409622648
1000000,103,40693739684
1000000,104,13383926059592
1000000,105,825210578737
1000000,106,1924499570350
1000000,107,6960026952211
1000000,108,680630481840
1000000,109,64025256468
1000000,110,621506284814
1000000,111,71538003459
1000000,112,6582772030203
1000000,113,195409066582
1000000,114,3197228800054
1000000,115,8773718941122
1000000,116,89793628354
1000000,117,4811653527371
1000000,118,2045545094678
1000000,119,4648802054027
1000000,120,1429707075618
1000000,121,399404526156
1000000,122,7002976723505
1000000,123,477109744929
1000000,124,102610480172
1000000,125,268730611178101
1000000,126,9871489623854
1000000,127,40129184556586
1000000,128,5575121344125
1000000,129,349789874261
1000000,130,8737526258040
1000000,131,80572058606
1000000,132,2009252259986
1000000,133,24038729480345
1000000,134,2942056937926
1000000,135,79611588087
1000000,136,5072456559242
1000000,137,533204534446455
1000000,138,246768237996
1000000,139,2854753605008
1000000,140,117682277517
1000000,141,18707735694382
1000000,142,163526787403
1000000,143,173272114558
1000000,144,737869762948382100
1000000,145,50397497640078
1000000,146,280880026732
1000000,147,71493474498
1000000,148,3317661866396
1000000,149,30011492727167
1000000,150,1103279379951
1000000,151,49251206997601
1000000,152,502644788986
1000000,153,592449482718
1000000,154,610031530926
1000000,155,412901860766
1000000,156,19168216577469
1000000,157,1629106908474
1000000,158,21699907389987
1000000,159,241986838731
1000000,160,17870319062044
1000000,161,3739578079591
1000000,162,988902134734
1000000,163,15189956615516
1000000,164,567368599574
1000000,165,732877722370
1000000,166,1253610224205
1000000,167,669269626257
1000000,168,501981669284
1000000,169,69284979918
1000000,170,28751114904293
1000000,171,449376414247
1000000,172,394397828426
1000000,173,4593294467380
1000000,174,717635317535
1000000,175,1949606931480
1000000,176,392101150656
1000000,177,41339650206420
1000000,178,631434527550
1000000,179,4630188250677
1000000,180,41463700099822
1000000,181,120045970908668
1000000,182,755596634241
1000000,183,56852245724
1000000,184,528671356357
1000000,185,42219861425085
1000000,186,8297828137486
1000000,187,160072093522
1000000,188,1276131701338
1000000,189,8308969899423
1000000,190,767814529602895
1000000,191,128939131838
1000000,192,2980018570442
1000000,193,3289700239131
1000000,194,2607092553806
1000000,195,1075744814984
1000000,196,25175157319566
1000000,197,64448402738089
1000000,198,216810910827
1000000,199,2587600341386
1000000,200,253822984993
1000000,201,428528437130
1000000,202,6582772030203
1000000,203,77882966094
1000000,204,1828768510375
1000000,205,14601151259569
1000000,206,3006545005933
1000000,207,1264133663668
1000000,208,198009075480
1000000,209,2918698102671
1000000,210,18897564369304
1000000,211,894969050132
1000000,212,1887738247365
1000000,213,757128196905
1000000,214,3573576375616
1000000,215,438090841540
1000000,216,6220902980527
1000000,217,12874531129906
1000000,218,6405544282176
1000000,219,320210943838
1000000,220,261869715428
1000000,221,868749928119
1000000,222,1581510980256306
1000000,223,6850189099967
1000000,224,351336332168
1000000,225,4891265885157
1000000,226,206389940841
1000000,227,444230792494
1000000,228,24941514431733
1000000,229,19768124594076
1000000,230,1655568130954
1000000,231,125702693555
1000000,232,4602476463025
1000000,233,1773043451913644
1000000,234,4171009481894
1000000,235,87940466780332
1000000,236,891431238089
1000000,237,172513949197220
1000000,238,2977624500588
1000000,239,133588806542
1000000,240,3790606528825
1000000,241,80892509272
1000000,242,342488463458
1000000,243,762990808028
1000000,244,81985529216486900
1000000,245,3459966203333
1000000,246,10716477400049
1000000,247,658190862146
1000000,248,320042256395
1000000,249,943797217630
1000000,250,600168612848
1000000,251,30905603964
1000000,252,56976424194729
1000000,253,4634831206766
1000000,254,707551574222
1000000,255,94422432350431
1000000,256,3026060054142
1000000,257,23132192872158
1000000,258,12332945388977
1000000,259,270793794479082
1000000,260,1998684219083
1000000,261,530825898623
1000000,262,11824828364667
1000000,263,61651701899707
1000000,264,917462906754
1000000,265,665461556452
1000000,266,1370327265442
1000000,267,947651632206
1000000,268,5442671786054
1000000,269,127591512983
1000000,270,24597101794918
1000000,271,188441221375
1000000,272,2553182570755648
1000000,273,1346733155707
1000000,274,271552935637
1000000,275,2823566519006
1000000,276,768921776962
1000000,277,674140288311
1000000,278,4280209475785
1000000,279,81415260547055
1000000,280,47648155645
1000000,281,93573695690841
1000000,282,228708888039446
1000000,283,157537855182
1000000,284,1552625542774981
1000000,285,616350164512999
1000000,286,288879990517
1000000,287,376464164769582660
1000000,288,425152165625
1000000,289,4658151075405
1000000,290,1157547062669
1000000,291,20700256833648
1000000,292,480038919778
1000000,293,31769456110301
1000000,294,616350164512999
1000000,295,285925104992708
1000000,296,2816950079524
1000000,297,389711162996
1000000,298,54835743382014
1000000,299,645871785781645
1000000,300,15932912820537
1000000,301,1074922444712403
1000000,302,456616862312
1000000,303,2560676403541
1000000,304,130002095579
1000000,305,5224757791492
1000000,306,424507458514
1000000,307,374428792776
1000000,308,132638965322
1000000,309,6686216848438
1000000,310,433270071167
1000000,311,611587591410
1000000,312,32706935047473
1000000,313,22824450939444
1000000,314,503808414400
1000000,315,566374872469
1000000,316,11545841057191
1000000,317,819308176372
1000000,318,510875780790
1000000,319,59181269732
1000000,320,272942035533
1000000,321,2500691922425
1000000,322,22926345683070
1000000,323,179621336122
1000000,324,192269696973
1000000,325,137707486590444
1000000,326,5040687598378
1000000,327,843666330743
1000000,328,862002381402
1000000,329,546471425126
1000000,330,23762665068
1000000,331,59275240203
1000000,332,330935800357
1000000,333,18446744073710
1000000,334,162427634950643
1000000,335,1135256837265
1000000,336,116453776885114
1000000,337,1361407339488
1000000,338,558518198106
1000000,339,743808328644
1000000,340,437012630371
1000000,341,184319955282
1000000,342,1444650644037086
1000000,343,1337321798416
1000000,344,6120970420941
1000000,345,694164473530
1000000,346,2942056937926
1000000,347,531006038063
1000000,348,2400674451393
1000000,349,27367391707195
1000000,350,63731651282146
1000000,351,904106395479
1000000,352,18783322428302
1000000,353,842163261217565
1000000,354,123612296348
1000000,355,564197841690
1000000,356,162545843474
1000000,357,4096650962741
1000000,358,818617942050
1000000,359,3729496094298
1000000,360,1366600006824
1000000,361,29783124556944
1000000,362,3676407859078
1000000,363,15573050748
1000000,364,7717928365698
1000000,365,18935876704873
1000000,366,7269225993709
1000000,367,185356082281
1000000,368,77469647520
1000000,369,3986932671993
1000000,370,296925065834
1000000,371,4767722860268
1000000,372,180011913659
1000000,373,388242581037
1000000,374,2656797680287
1000000,375,16448556929372
1000000,376,13293187839385
1000000,377,44671400756
1000000,378,1000450584513
1000000,379,4851214746538
1000000,380,27037070150071
1000000,381,1683696212494
1000000,382,249937996628
1000000,383,199605523650770
1000000,384,806004340420
1000000,385,2524803776310
1000000,386,4271974346425
1000000,387,245800687744
1000000,388,31936883784123
1000000,389,889599926394172
1000000,390,212321858272
1000000,391,6686216848438
1000000,392,578474403625
1000000,393,1059309709699
1000000,394,5372406722405
1000000,395,119435827190267
1000000,396,97485766012470
1000000,397,236966614576
1000000,398,420924053124
1000000,399,801307550931
1000000,400,935315596132
1000000,401,41339650206420
1000000,402,309597639394
1000000,403,2087680406712262
1000000,404,6235378607933
1000000,405,1434495373944
1000000,406,237882426726
1000000,407,62274107680
1000000,408,1075225445135
1000000,409,481902845234
1000000,410,77778900588650
1000000,411,9929514419559
1000000,412,9109822652404
1000000,413,42219861425085
1000000,414,85215236286
1000000,415,1236787774391
1000000,416,622648654364
1000000,417,10459804621560
1000000,418,2866017171127
1000000,419,240414238080902
1000000,420,309999114602
1000000,421,402003040545
1000000,422,1143753179123
1000000,423,536087406613
1000000,424,248201517425
1000000,425,86456502759
1000000,426,309841844828500
1000000,427,1181097773081
1000000,428,103086612435
1000000,429,99484826658
1000000,430,238687750035060
1000000,431,413768066574
1000000,432,582210076811941
1000000,433,1767037663868
1000000,434,132841648036
1000000,435,165358600825680
1000000,436,4936919143535
1000000,437,91910196476949
1000000,438,80412546865
1000000,439,6841847926799
1000000,440,40499484131
1000000,441,12232718698414
1000000,442,2654782282916
1000000,443,2462465347359
1000000,444,352016134186
1000000,445,1027064735190
1000000,446,1006535893960
1000000,447,6528062378138
1000000,448,2179878459922
1000000,449,279017729522
1000000,450,623794176437
1000000,451,23874922601453
1000000,452,4223059012777
1000000,453,16924612154943
1000000,454,163395904847909
1000000,455,242159526277431
1000000,456,446028596028
1000000,457,6960026952211
1000000,458,3835680804573
1000000,459,3334610303019
1000000,460,338785412262
1000000,461,21191243167587
1000000,462,18670113309343
1000000,463,1511032902730
1000000,464,281474976710656
1000000,465,3098418448285
1000000,466,1704228903439
1000000,467,8478825199062
1000000,468,1480370123644
1000000,469,6504823966277
1000000,470,228957057324
1000000,471,19974363413187
1000000,472,1930730745067
1000000,473,223397683994
1000000,474,3075687107847
1000000,475,1057281838023
1000000,476,1224076781921
1000000,477,5483574338201412
1000000,478,1374069793443
1000000,479,432871936502
1000000,480,678803812147
1000000,481,28679461063223
1000000,482,2823566519006
1000000,483,2290313538267
1000000,484,73725305372
1000000,485,17765251269751
1000000,486,201164548905
1000000,487,118830323338076
1000000,488,118115850877
1000000,489,102641098741
1000000,490,2754172759322
1000000,491,38633462009398
1000000,492,48771879367333
1000000,493,1585463629165
1000000,494,36904633346690
1000000,495,391302051058
1000000,496,853494309969
1000000,497,243490464283
1000000,498,22473117740583
1000000,499,284590284102
1000000,500,52992657494138
1000000,501,264067521281
1000000,502,15669684277610
1000000,503,4214988189943
1000000,504,966397133475
1000000,505,342395148708
1000000,506,596075954117
1000000,507,4503599627370496
1000000,508,3979528898897
1000000,509,1305494573861
1000000,510,305153901613
1000000,511,2382069224394312
1000000,512,598655901130
1000000,513,28536954644856
1000000,514,987529771580
1000000,515,67756635716
1000000,516,3326119891942
1000000,517,153200708200463
1000000,518,20141687192659
1000000,519,488990135705
1000000,520,11437004199708
1000000,521,1370893584550353
1000000,522,372727570872
1000000,523,660684479394
1000000,524,495097430732
1000000,525,14497780602168
1000000,526,1168644965252
1000000,527,258760034138641
1000000,528,60539881569358
1000000,529,787135604378
1000000,530,5115284498482
1000000,531,1449005490517
1000000,532,107377459275
1000000,533,18119132047165
1000000,534,2001599834386887
1000000,535,1254264082701
1000000,536,5538523272272
1000000,537,3686275198481
1000000,538,1174550185590
1000000,539,285369546449
1000000,540,1224076781921
1000000,541,9602697805570
1000000,542,31853004939744
1000000,543,402003040545
1000000,544,320042256395
1000000,545,84467258356
1000000,546,1417840696636
1000000,547,2275856045476
1000000,548,7768093513912
1000000,549,52025837781
1000000,550,3262090623558
1000000,551,1753984798750
1000000,552,1279494808857
1000000,553,1085158190970
1000000,554,1401474388964
1000000,555,266037337752
1000000,556,220476529617
1000000,557,670290632403
1000000,558,329874542461
1000000,559,1105441082847
1000000,560,5320597048584
1000000,561,22672877805062
1000000,562,4342739100263
1000000,563,74380832864428
1000000,564,1993431437598
1000000,565,96821709540
1000000,566,2921021444352
1000000,567,465361321202
1000000,568,3706129427564
1000000,569,978904107496
1000000,570,2220914141968
1000000,571,19365115301781
1000000,572,11509390121584
1000000,573,417260290990
1000000,574,14679406508072
1000000,575,93153612289911
1000000,576,1055259783811
1000000,577,771124313916
1000000,578,380803773486
1000000,579,28751114904293
1000000,580,26205702165029
1000000,581,45020766153
1000000,582,21512840095477
1000000,583,465657117363
1000000,584,412161561747
1000000,585,245743950324
1000000,586,97485766012470
1000000,587,53729866298
1000000,588,490106642216
1000000,589,31520772478465
1000000,590,1452259853312
1000000,591,1437700949199
1000000,592,79018696402
1000000,593,412778339157
1000000,594,16510862013490
1000000,595,2056487476201
1000000,596,1200459709087
1000000,597,17835193136260
1000000,598,368420742959
1000000,599,73786976294838
1000000,600,1100048695360
1000000,601,19932858253670
1000000,602,1752903593783
1000000,603,505980179897
1000000,604,2102565887890
1000000,605,302890185403
1000000,606,297000422744
1000000,607,1477857117804
1000000,608,67209703271
1000000,609,30712581184116
1000000,610,18632604301618
1000000,611,21559379487170
1000000,612,616350164512999
1000000,613,375926934492
1000000,614,157508742157
1000000,615,274609667968
1000000,616,637553499531
1000000,617,75946210603
1000000,618,1230407657228
1000000,619,24315511650055
1000000,620,375605148130
1000000,621,1093097378196
1000000,622,364290498198
1000000,623,2591481256239
1000000,624,320042256395
1000000,625,1166882081834
1000000,626,1673568739450
1000000,627,2306539584168
1000000,628,5213653102193
1000000,629,54087141330777
1000000,630,108148280600282
1000000,631,329610025632
1000000,632,6718536882795
1000000,633,10965786102505
1000000,634,902108150106
1000000,635,1065428453423
1000000,636,111593894617
1000000,637,109657861025
1000000,638,609366465256
1000000,639,569163910888
1000000,640,3314849692870
1000000,641,18783322428302
1000000,642,3493169614648
1000000,643,1324452697974
1000000,644,1162200513507
1000000,645,11311961750671
1000000,646,191953632400724
1000000,647,72909438295513
1000000,648,4355409375371
1000000,649,134746121794810
1000000,650,281474976710656
1000000,651,786485616293
1000000,652,3070669674575
1000000,653,163395904847909
1000000,654,312587147118
1000000,655,3183959551866
1000000,656,81854509614
1000000,657,47833980499246
1000000,658,422966131646
1000000,659,36184560243136
1000000,660,61203327373531
1000000,661,57177222009861
1000000,662,76206061511458
1000000,663,2269474398297
1000000,664,58197312903500
1000000,665,1231043444665
1000000,666,1810480940143
1000000,667,11171550862971
1000000,668,311208236960
1000000,669,61426900986033
1000000,670,110628091555
1000000,671,19974363413187
1000000,672,37754208594967
1000000,673,906513066275
1000000,674,26331088120813
1000000,675,47527353209138
1000000,676,183585174449
1000000,677,28325178347621
1000000,678,1161926434474021
1000000,679,2695530456207
1000000,680,504976085195
1000000,681,58613006674831
1000000,682,1714636384008
1000000,683,661434403302720
1000000,684,221929897665
1000000,685,2029294552523
1000000,686,444230792494
1000000,687,1666533778806
1000000,688,214202122586
1000000,689,117633048118238
1000000,690,403908830066
1000000,691,1300645944534
1000000,692,622648654364
1000000,693,94851137508083
1000000,694,314960648388
1000000,695,29040432477672
1000000,696,210916582686
1000000,697,263373810259
1000000,698,3371780377328
1000000,699,69551302002864
1000000,700,452336771611
1000000,701,97935526735063
1000000,702,694703421083
1000000,703,418293516410647
1000000,704,163619205875
1000000,705,13315785689688
1000000,706,2944408232089
1000000,707,5040687598378
1000000,708,917053827323
1000000,709,170648955554
1000000,710,5355053064650
1000000,711,3139456656229
1000000,712,10061955535058
1000000,713,41093214688593
1000000,714,677503546548
1000000,715,41829351641064744
1000000,716,101648394684198
1000000,717,6192102542436
1000000,718,2159046976363
1000000,719,34615770451697
1000000,720,793680041856
1000000,721,580322727515
1000000,722,12641128729078
1000000,723,11527593978165
1000000,724,39893477668057
1000000,725,49901380912692
1000000,726,44066764149145
1000000,727,2179435736496875
1000000,728,2309805480516
1000000,729,3323296959846
1000000,730,2743561431257
1000000,731,158639365620433
1000000,732,638740418197
1000000,733,253109915974
1000000,734,1382357515699
1000000,735,581147049467
1000000,736,5093803012504
1000000,737,3825207960846
1000000,738,777789005887
1000000,739,259884215921
1000000,740,1553421015669
1000000,741,214433130520
1000000,742,1658548003993
1000000,743,5147762413728
1000000,744,6113924700177
1000000,745,2482378604890
1000000,746,2080033529260
1000000,747,617871752928
1000000,748,155034896604
1000000,749,51320262530
1000000,750,8571552604799
1000000,751,2433925606067
1000000,752,3640564522034
1000000,753,3964783088883
1000000,754,47223664828696
1000000,755,191136229663
1000000,756,9756955543119
1000000,757,5208114028903
1000000,758,652754354931
1000000,759,164206346423
1000000,760,67698448619771
1000000,761,7324295690811
1000000,762,58197312903500
1000000,763,3763262296862
1000000,764,1058802195173
1000000,765,2007926677136
1000000,766,512409557603043100
1000000,767,1092033795307
1000000,768,1335163958028
1000000,769,12212820013300
1000000,770,876340542370
1000000,771,1420202124174
1000000,772,47680297127071
1000000,773,1477020871043
1000000,774,3643801298511
1000000,775,748610952675
1000000,776,9122639847657
1000000,777,7455251130189
1000000,778,2030641354910
1000000,779,640885240403
1000000,780,1340207065751
1000000,781,443260862978411
1000000,782,278469493909
1000000,783,644484027381
1000000,784,956737613479
1000000,785,138463081806790
1000000,786,941666028928
1000000,787,168987038355
1000000,788,3139456656229
1000000,789,2718343076206
1000000,790,524932343592
1000000,791,2049638230412172300
1000000,792,12917661857257
1000000,793,3592525929900
1000000,794,7483769756870
1000000,795,116525335170
1000000,796,23393423922710
1000000,797,199702070664
1000000,798,326982265512
1000000,799,17730434519136
1000000,800,46477057378961
1000000,801,43930860562675
1000000,802,254926605128585
1000000,803,1289664286487
1000000,804,115221282891
1000000,805,8155001588720
1000000,806,985248839736
1000000,807,1485415402999
1000000,808,18483692975969
1000000,809,37432212550445
1000000,810,182382356273
1000000,811,7859631632957
1000000,812,37971186358650
1000000,813,5636929312564
1000000,814,447976924551
1000000,815,512580403499
1000000,816,1194966319887
1000000,817,6057994293548
1000000,818,7116524853867
1000000,819,844749922194
1000000,820,155319547047
1000000,821,28895230542730
1000000,822,388806436283
1000000,823,26268282924040
1000000,824,123806975178592
1000000,825,431548776841
1000000,826,404866810946
1000000,827,929446306119
1000000,828,386446463365
1000000,829,5115284498482
1000000,830,787460900626
1000000,831,8037009039946
1000000,832,3576724207550
1000000,833,853660237572750
1000000,834,197068756004
1000000,835,4762878844466
1000000,836,22275986081040
1000000,837,322941546431427
1000000,838,148698057563
1000000,839,8822326709303
1000000,840,496234931634
1000000,841,89103944324162
1000000,842,411546165697
1000000,843,5126076234931
1000000,844,5454516552489
1000000,845,3213261681564
1000000,846,258471052994
1000000,847,1480370123644
1000000,848,1389957047924
1000000,849,2326239476948
1000000,850,484719154569
1000000,851,15134970392339
1000000,852,673882614052
1000000,853,358024555731
1000000,854,351142464697
1000000,855,1617549579956
1000000,856,497539739437
1000000,857,3570432697409
1000000,858,443679808619
1000000,859,5881425499064
1000000,860,1312468357257
1000000,861,5508299463618
1000000,862,3682981676020
1000000,863,1966191113370
1000000,864,424894106653
1000000,865,529208760496
1000000,866,230328060953559
1000000,867,47527353209138
1000000,868,507323638131
1000000,869,658190862146
1000000,870,977102582030
1000000,871,751332897132
1000000,872,1497179131053450
1000000,873,559686238634
1000000,874,309838430860
1000000,875,597578891541
1000000,876,4159134727827
1000000,877,2115401600318
1000000,878,121280368663442
1000000,879,384619671685527
1000000,880,5643166578270
1000000,881,403431114165
1000000,882,94412533155
1000000,883,1243217645411
1000000,884,296473526071
1000000,885,3811310759031
1000000,886,7378697629483821
1000000,887,569964563381
1000000,888,4611686018427388e3
1000000,889,713407725450
1000000,890,3026060054142
1000000,891,64208147950927
1000000,892,16355758485845
1000000,893,46366903448
1000000,894,118229412425634
1000000,895,13498661291892
1000000,896,16417536555455
1000000,897,197722180091
1000000,898,241102364446
1000000,899,156957124480
1000000,900,1556129289482
1000000,901,7697998281399
1000000,902,1037319448478
1000000,903,1574366804963
1000000,904,163403684528
1000000,905,147979742640
1000000,906,100231709639208
1000000,907,86799629559947
1000000,908,233303263819
1000000,909,3194568322699
1000000,910,3957440899553
1000000,911,1151769447217
1000000,912,326286836193
1000000,913,217187482030
1000000,914,274743738352
1000000,915,653491722118
1000000,916,444782803367
1000000,917,16022131010084
1000000,918,4317563854163
1000000,919,2225545065073
1000000,920,5280817023238
1000000,921,14758292563155
1000000,922,2167938032064
1000000,923,427095123711
1000000,924,598655901130
1000000,925,2460666942929
1000000,926,1230407657228
1000000,927,226930001718
1000000,928,8513420845691
1000000,929,552541175738
1000000,930,2002637442220
1000000,931,3286923535107
1000000,932,434695637517899
1000000,933,873292403662
1000000,934,270793794479082
1000000,935,989360224888
1000000,936,475321293352304
1000000,937,115870780169154
1000000,938,788112098366
1000000,939,20057763587276
1000000,940,384329715546
1000000,941,548925140555
1000000,942,219132895173
1000000,943,761750928796
1000000,944,902507268849
1000000,945,384107912223
1000000,946,1656560529032
1000000,947,7408081042129
1000000,948,21889425332267
1000000,949,5587401343366
1000000,950,301420691618
1000000,951,288189849454132
1000000,952,4480800709503
1000000,953,2301653711752
1000000,954,9187133389201
1000000,955,7839150516884
1000000,956,443260862978411
1000000,957,7072527896830
1000000,958,191447907116
1000000,959,2030641354910
1000000,960,713127215190
1000000,961,1071083993248
1000000,962,4020506693682
1000000,963,120660802020588
1000000,964,982068787918
1000000,965,19168216577469
1000000,966,1244509635602
1000000,967,6326043921025223
1000000,968,12599374410020
1000000,969,1147178442529
1000000,970,4005532752521
1000000,971,248432000540
1000000,972,360229320353
1000000,973,102625787744
1000000,974,1874522618477
1000000,975,455899306263
1000000,976,1364370946425
1000000,977,267900091234
1000000,978,7931951227610
1000000,979,192781078479
1000000,980,153200708200463
1000000,981,17730434519136
1000000,982,308557446471
1000000,983,85312725511433
1000000,984,164547715536
1000000,985,18935876704873
1000000,986,143777166833
1000000,987,2018568204326
1000000,988,179020211938
1000000,989,2714173838972
1000000,990,199605523650770
1000000,991,5770117985711
1000000,992,1324816437353458
1000000,993,418644342268
1000000,994,10242705614165
1000000,995,880173210190
1000000,996,8467340167940
1000000,997,9885948046851
1000000,998,8421632612176
1000000,999,34806228251626
1000000,1000,38300177050116
